customerID,companyName,contactName,contactTitle,city,country,segment,industry,registrationDate,creditLimit
YOCHN,Ødegård-Ellingsen RFH,Tobias Larsen,Order Administrator,Camillavær,Norway,Retail,Manufacturing,2023-03-23,98845.65
PAHDP,Mercier,Alphonse Lacombe de Simon,Logistics Coordinator,Jourdan,France,Small Business,Technology,2018-10-27,222945.68
GTXXA,Begum Ltd,Jayne Coleman,Accounting Manager,West Yvonne,UK,Small Business,Transportation,2021-03-12,215267.52
ZFHTU,伊藤電気合同会社,田中 稔,Order Administrator,荒川区,Japan,Corporate,Technology,2020-12-18,624730.18
LXKMN,"Mendez, Gonzalez and Vargas",Michael Harris,Order Administrator,New Cristianside,USA,Wholesale,Agriculture,2019-05-27,598830.53
SKUNO,Gonzalez-Wilson,Katherine Church,Sales Representative,Candicefurt,USA,Corporate,Healthcare,2022-05-26,845127.84
LXSHV,Bell-Ellis,Michael Mcbride,Procurement Specialist,Lake Dennisville,USA,Small Business,Hospitality,2019-10-15,171887.72
MLYMO,White Ltd,James Carlson,Order Administrator,Hendersonfort,USA,Corporate,Manufacturing,2022-10-06,761513.08
HKEOZ,合同会社高橋食品,田中 洋介,Marketing Manager,練馬区,Japan,Small Business,Healthcare,2022-08-23,70925.48
AUTAX,Anders Neureuther AG & Co. KG,Rupert Kraus MBA.,VP of Purchasing,Tirschenreuth,Germany,Corporate,Food & Beverage,2021-09-07,262581.53
YSSHX,"Larsen, Burns and Miller",Philip Carter,Order Administrator,Jeffreyport,Canada,Small Business,Healthcare,2019-04-06,119341.01
VKCNR,木村保険有限会社,木村 淳,Order Administrator,小笠原村,Japan,Small Business,Construction,2022-01-26,154217.28
CBZQW,Freeman-Peacock,Dr Abdul Lloyd,Accounting Manager,Warnerbury,UK,Government,Manufacturing,2020-03-25,457884.15
GBWVK,Machado Ltda.,Sr. Pedro Lucas Campos,Order Administrator,Costela,Brazil,Government,Food & Beverage,2024-01-28,1345261.08
GKKAS,"McCaughan, Muldowney and Foley",Cara Haire-Hallahan,Supply Chain Manager,Kathleen Ville,Ireland,Wholesale,Education,2021-12-27,551748.66
NUXRN,"Ryan, Morris and Padilla",Derek Hodge,Sales Representative,East Sydneychester,USA,Wholesale,Agriculture,2024-11-19,156323.5
DGVTE,Camacho-Martinez,Danielle Dawson,VP of Purchasing,Port Megan,USA,Retail,Hospitality,2020-12-10,59452.11
WKXJP,Ray LLC,Jaime Jones,Operations Manager,South Zacharyview,USA,Retail,Transportation,2023-03-17,18150.85
PQMFD,Rentería-Saavedra S.A. de C.V.,Sr(a). Aurelio Reynoso,VP of Purchasing,San Andrea los altos,Mexico,Small Business,Manufacturing,2020-12-24,106211.28
DZIZX,BT Nederland,Loek Salet-Veenendaal,Operations Manager,Leuvenheim,Netherlands,Corporate,Retail,2020-07-13,789994.12
QEQAH,Moreno Vallée SARL,Alphonse Perrin,Sales Representative,DurandBourg,France,Small Business,Retail,2024-12-18,124946.39
CPQKZ,Sastry Group,Priya Jain,Sales Associate,Barasat,India,Corporate,Agriculture,2019-03-12,239443.54
AIVER,Davids Sölzer GmbH,Annerose Köhler,VP of Purchasing,Badoberan,Germany,Wholesale,Healthcare,2020-12-20,527805.44
DJPEV,Wood-Mitchell,Mrs Lindsey Green,Accounting Manager,South Martin,UK,Retail,Transportation,2018-12-30,183318.82
IXZIX,Stone Group,Michael Montoya,Order Administrator,Bensonfort,Canada,Wholesale,Retail,2018-07-13,712361.16
KFSDT,兰金电子科技有限公司,陈梅,Supply Chain Manager,海门市,China,Small Business,Hospitality,2022-10-22,94814.91
AWGNB,Despacho Tamez-Valladares,Santiago de Anda Quiñónez,Owner,San Ernesto los altos,Mexico,Government,Food & Beverage,2023-08-11,191646.61
LDGSF,Jensen-Ramos,Steven Taylor,VP of Purchasing,New Jessicastad,USA,Small Business,Manufacturing,2025-03-21,108113.51
NQSKX,Moody-Wright,Danielle Burke,Procurement Specialist,Kimberlytown,USA,Wholesale,Hospitality,2024-05-09,229962.41
MPUVZ,"Manzoni, Florio e Trapani e figli",Sig.ra Giuliana Berrè,Order Administrator,Telve Di Valsugana,Italy,Wholesale,Manufacturing,2021-09-16,141270.86
XRMGA,da Costa - ME,Ana Sophia Moura,Purchasing Manager,Fonseca,Brazil,Retail,Construction,2024-12-31,168910.37
CNSCG,Hughes PLC,Joshua Thompson,Marketing Manager,Bestland,USA,Small Business,Manufacturing,2018-02-15,69710.63
VWWJR,Smith and Sons,Antonio Mccormick,Sales Associate,Courtneyhaven,USA,Wholesale,Hospitality,2023-10-01,642153.28
ADQIX,유한회사 고려첨단항공,김미경,Supply Chain Manager,안양시,South Korea,Corporate,Hospitality,2021-10-31,403991.05
CKLVR,Simpson and Sons,Ben Dickinson,Operations Manager,West Ameliachester,UK,Wholesale,Retail,2023-06-21,106966.0
BYEKP,株式会社伊藤電気,山田 学,Supply Chain Manager,四街道市,Japan,Government,Retail,2020-04-26,1261514.0
PWWSX,"Duodo, Casalodi e Anastasi e figli",Dott. Dina Tamburello,Operations Manager,Decontra,Italy,Retail,Hospitality,2021-12-02,222460.51
BRAWN,Heser,Ing. Carl Weiß,Logistics Coordinator,Wismar,Germany,Small Business,Construction,2024-08-23,59876.31
WNRQL,Koivisto Oyj,Liisa Kantola-Viljanen,Logistics Coordinator,Sotkamo,Finland,Corporate,Education,2021-05-30,680525.11
DVXPA,Baca-Sanabria y Asociados,Dr. José Carlos Cotto,Sales Representative,San Benjamín los altos,Mexico,Small Business,Transportation,2023-01-20,213708.43
BMGZB,Oemencs Groep,Arthur Barents,Marketing Manager,Kaatsheuvel,Netherlands,Small Business,Technology,2018-05-06,103802.86
LULWL,Reyes-Hernandez,Shannon Tran,Purchasing Manager,Walkerbury,USA,Retail,Food & Beverage,2021-02-13,30147.61
OACPQ,Juncken,Sabina Buchholz,Accounting Manager,Coburg,Germany,Retail,Agriculture,2021-10-06,55678.56
YJBFL,Duarte S.A.,Sr(a). Karla Barrientos,Procurement Specialist,San Guillermina los bajos,Mexico,Wholesale,Construction,2020-06-14,368021.92
SCTFI,Aguilera y Negrete S.A.,Ramón Hernán Guerra Rivera,VP of Purchasing,San Rosa los bajos,Mexico,Retail,Manufacturing,2025-06-23,139184.19
CXMVT,Wagner KG,Dr. Ada Lange B.Sc.,Sales Associate,Potsdam,Germany,Corporate,Construction,2020-08-06,236125.39
WFVEI,"Wiley, Tapia and Smith",Sarah Acosta,Sales Associate,East Alyssabury,USA,Corporate,Construction,2021-02-23,167058.23
LPNZA,주식회사 한가람시스템,허지후,Logistics Coordinator,인제군,South Korea,Corporate,Technology,2021-02-04,846875.31
NXEPS,Albert,Stéphane Gauthier,Sales Representative,Lucasnec,France,Corporate,Construction,2018-07-24,625852.74
WKPSG,"Farmer, Adams and Clarke",Danielle Barton-Bennett,Sales Associate,Harrisonmouth,UK,Retail,Manufacturing,2020-05-20,115947.2
KSTHS,Hall-Harding,Randy Rodriguez,Order Administrator,East Shannonmouth,USA,Wholesale,Agriculture,2021-01-17,483622.88
QHIRZ,"Howard, Townsend and Hayes",Samuel Davis,VP of Purchasing,Margaretton,USA,Retail,Retail,2019-08-12,128453.89
IDJMO,高橋銀行株式会社,加藤 あすか,VP of Purchasing,西東京市,Japan,Wholesale,Agriculture,2020-03-28,232297.79
VNADR,Gonzalez Group,Lautaro Benjamin Molina,Marketing Manager,Bahía Blanca,Argentina,Corporate,Retail,2021-06-18,984355.77
DBUFO,株式会社佐藤保険,高橋 洋介,Order Administrator,中野区,Japan,Wholesale,Hospitality,2020-10-15,471678.9
OFQKN,合同会社林農林,中川 修平,Logistics Coordinator,横浜市泉区,Japan,Corporate,Food & Beverage,2022-11-04,930160.57
YZIOA,Davids e.V.,Betti Berger,Accounting Manager,Badibling,Germany,Corporate,Transportation,2019-04-05,838484.31
SQTOP,浙大万朋传媒有限公司,吴琳,Logistics Coordinator,齐齐哈尔市,China,Retail,Manufacturing,2024-10-22,114959.66
BZTDB,Freitas,Carolina Amorim,Accounting Manager,Odivelas,Portugal,Small Business,Retail,2021-09-27,44427.57
AMYBY,"Suarez, Rodriguez and Alvarez",Sofia Cruz,Supply Chain Manager,Mendoza,Argentina,Corporate,Construction,2019-11-13,850982.98
UOBSN,"James, Scott and Gill",Dr Teresa Porter,Sales Representative,Annahaven,UK,Small Business,Agriculture,2020-05-30,44045.77
KJWRI,Cirino,Liam Peixoto,Accounting Manager,Alves,Brazil,Corporate,Construction,2024-09-17,553973.95
VZARL,Coholan-O'Neill,Frances Hever,VP of Purchasing,Declan Ville,Ireland,Small Business,Construction,2022-12-03,64737.66
XJUCG,Ferguson-Moody,Pamela Gould,Logistics Coordinator,Kellyburgh,USA,Corporate,Agriculture,2019-04-27,831003.61
ULBXF,Junck,Traude Schäfer,Procurement Specialist,Vilsbiburg,Germany,Corporate,Hospitality,2023-04-02,209025.07
NABRU,Malinen Hytönen ry,Markku Honkanen,VP of Purchasing,Iitti,Finland,Small Business,Hospitality,2018-06-03,55366.99
WTLVB,Banca Privada del Sur S.A.,Cintia Rosenda Castrillo Niño,VP of Purchasing,Zaragoza,Spain,Corporate,Transportation,2024-04-29,731024.87
BEGBV,Brown-Hernandez,Brenda Rodriguez,Accounting Manager,Susanstad,USA,Small Business,Transportation,2023-04-13,159403.23
ARNQQ,Kroker,Gunnar Jacobi Jäckel,Logistics Coordinator,Demmin,Germany,Small Business,Hospitality,2025-04-24,92636.53
HRPHY,Riou,Margaud Roger,Sales Associate,Lemonnierboeuf,France,Small Business,Food & Beverage,2019-09-04,121126.98
DKUOY,Garcia das Neves e Filhos,Sra. Carolina Cavalcanti,Sales Representative,Sampaio,Brazil,Corporate,Education,2025-02-09,959522.07
WDBOK,Rosales-Townsend,Catherine Flores,Procurement Specialist,Lake Ariana,USA,Retail,Manufacturing,2025-01-07,56462.96
SFXWD,Rivera Inc,William Jackson,Sales Representative,Lake Seanview,Australia,Corporate,Manufacturing,2019-07-28,234609.9
UWWYZ,"Jones, Scott and Rodriguez",James Oconnor,Operations Manager,South Trevor,USA,Small Business,Hospitality,2020-11-02,76209.9
CSMID,"Bennett, Poole and Kramer",Olivia Perez,VP of Purchasing,Joneston,USA,Corporate,Manufacturing,2020-03-18,638539.99
ILQHP,(유) 국민고구려에이아이,이정웅,Supply Chain Manager,천안시 서북구,South Korea,Small Business,Education,2025-01-21,239871.44
IUSQH,Morgan PLC,Michele Reynolds,Order Administrator,New Pamela,USA,Corporate,Education,2019-03-06,883991.54
JHOEP,Rémy S.A.,Lucas Le Peltier,Accounting Manager,Léger,France,Retail,Retail,2019-10-13,223367.77
TQSXW,Long PLC,Brittany Ward,VP of Purchasing,Millerfort,USA,Corporate,Construction,2019-07-01,599955.75
FAGXO,Jhaveri and Sons,Finn Solanki,VP of Purchasing,Aizawl,India,Wholesale,Education,2023-11-19,309561.3
PWDNC,유한회사 코어모두기획,이영미,Order Administrator,수원시 장안구,South Korea,Small Business,Healthcare,2020-10-08,212755.55
PENLE,Arsenio Lago Sabater S.Coop.,Silvio del Barrio,Supply Chain Manager,Valladolid,Spain,Government,Retail,2023-03-22,1498247.64
JFMBJ,Clément et Fils,Olivie Boulay,Owner,Dumas-sur-Lenoir,France,Government,Agriculture,2018-06-16,1824679.58
MLBZI,Preiß Lindner KG,Prof. Suse Heinz MBA.,Logistics Coordinator,Bitterfeld,Germany,Retail,Manufacturing,2020-12-16,209543.71
OEQJQ,"Johnson, Duncan and Black",Vickie Hernandez,Purchasing Manager,Thompsonburgh,USA,Small Business,Technology,2025-04-14,243305.16
KVIUX,Martinez Group,Michael Harris,Owner,Port Brooke,USA,Small Business,Retail,2020-05-25,112775.18
NHDEP,"Sloan, Jones and Hughes",Gabriel Hill,Purchasing Manager,Starktown,USA,Government,Technology,2023-11-23,1641228.0
MMFEV,"Matthews, Harrington and Rodriguez",Keith Aguilar,Owner,East Annaville,Australia,Corporate,Retail,2023-11-21,594812.19
QBOBG,"Beard, Humphrey and Baker",Laura Kennedy,Sales Representative,West Richard,USA,Small Business,Technology,2022-08-20,151842.59
ASRHC,Andrade,Luísa Sales,Operations Manager,Aragão,Brazil,Small Business,Transportation,2023-08-04,217489.09
VPUVE,Prince-Smith,Elizabeth Ramirez,VP of Purchasing,Garrisonville,USA,Small Business,Retail,2025-04-15,182425.77
LPFKC,Macdonald Ltd,Shaun Phillips,Marketing Manager,Butlerland,UK,Small Business,Agriculture,2019-05-30,172670.12
PEXPW,Soluciones del Sur S.L.,Samanta Barbero Villalba,Procurement Specialist,Asturias,Spain,Small Business,Hospitality,2020-05-01,27831.54
XOAYR,"Cervántez, Soria y Varela",Débora Espinoza Fernández,Sales Associate,Nueva Argentina,Mexico,Small Business,Education,2021-06-03,219331.95
LYMTJ,橋本食品有限会社,山口 里佳,Logistics Coordinator,川崎市川崎区,Japan,Retail,Construction,2018-12-06,28940.64
MGWHW,Allen Group,Cassandra Harrell,Sales Associate,Maxview,USA,Corporate,Food & Beverage,2023-08-12,723691.4
PDARR,"Buonauro, Lucarelli e Babato s.r.l.",Ettore Gabba,Order Administrator,Borgo Vercelli,Italy,Small Business,Hospitality,2022-11-07,42920.75
GWLJH,Corporacin Parra y Serna,Abril Rojo Centeno,VP of Purchasing,Nueva Estonia,Mexico,Small Business,Healthcare,2019-11-22,106240.9
MJOGH,Leone-Randazzo s.r.l.,Sig. Giosuè Gaito,Order Administrator,Cartignano,Italy,Wholesale,Technology,2020-04-06,558442.26
RTLSE,Petersson & Jacobsson AB,Julia Malm,Marketing Manager,Örnsköldsvik,Sweden,Small Business,Education,2022-11-07,201209.16
RBKQU,"Campbell, Cohen and Olson",Donald Nguyen,Sales Representative,Joseport,Canada,Small Business,Construction,2019-05-31,111667.47
FCAJZ,"Cannon, Yoder and Trujillo",Lindsay Guerrero,Supply Chain Manager,Lake Anthony,USA,Government,Manufacturing,2021-09-23,1452051.08
YVQLF,Green-Barnes,Andrew Erickson,VP of Purchasing,West Jessica,Canada,Retail,Agriculture,2019-09-01,75071.6
PNGEA,"Little, Alvarez and Shepard",Eric Jackson,Marketing Manager,West Connor,USA,Government,Retail,2018-12-17,265001.34
KRKFA,Wood-Moore,Bethan Lyons,Logistics Coordinator,East Owenbury,UK,Corporate,Hospitality,2023-07-30,572113.02
OPJVF,Fisher-Eaton,Kevin Ford,Marketing Manager,St. Brianshire,Australia,Small Business,Technology,2022-05-08,145852.15
KCBHY,"Jones, Preston and Mason",Jane Evans,Procurement Specialist,Port Melissaberg,USA,Retail,Agriculture,2025-06-09,204221.1
SZOUT,Jesus,Natália Casa Grande,Operations Manager,Silva da Serra,Brazil,Government,Construction,2023-11-02,1737844.23
GJUFS,Le Roux,Hugues Couturier,Order Administrator,Saint Catherine,France,Small Business,Education,2020-01-19,131543.53
VGCRV,Johnston and Sons,Phillip Miller DDS,Purchasing Manager,Powellfort,USA,Small Business,Retail,2020-11-15,121756.09
XGYRX,Ashton Ltd,Mrs Georgia Peacock,Operations Manager,North Sian,UK,Wholesale,Healthcare,2018-01-12,558186.07
FFGQE,Nijman & Weeldenburg,Cornelia Greij,Purchasing Manager,Ottersum,Netherlands,Corporate,Hospitality,2021-10-09,692021.52
PTOBM,"Grupo Barragán, Armenta y Lugo",María Eugenia Nicolás Ybarra Soria,Supply Chain Manager,San Manuel los altos,Mexico,Small Business,Construction,2025-06-17,217848.36
ZXHFO,Camus,Élisabeth Gaillard,Owner,Moreau-sur-Mer,France,Small Business,Technology,2019-09-06,122188.42
NKREZ,Cunha Siqueira S/A,Sofia Cavalcante,Logistics Coordinator,Fonseca,Brazil,Small Business,Education,2023-05-01,173856.58
FPIPG,Brooks Ltd,Joseph Williams,Procurement Specialist,Lake Danieltown,USA,Corporate,Manufacturing,2018-05-13,497778.1
JMFSJ,Butler Group,David Miles,Sales Associate,Lake Gina,Canada,Corporate,Retail,2018-01-26,592839.23
RVSUO,Samyn-Sanders CV,Marina Huyghe,Sales Associate,Châtelet,Belgium,Corporate,Retail,2021-11-01,499337.67
KDXQN,"Wilson, Wilson and Rodriguez",Curtis Baker,Order Administrator,West Jade,USA,Wholesale,Manufacturing,2020-03-19,206956.17
BCEFG,Larsson AB,Göran Abrahamsson,VP of Purchasing,Helsingborg,Sweden,Corporate,Education,2024-04-05,296780.67
OVIKJ,Nohlmans,William Conradi-Zahn,VP of Purchasing,Wernigerode,Germany,Retail,Healthcare,2023-06-04,146329.17
NZHIN,"Laboratorios Godoy, Reyes y Lucio",Marisol Amador Camarillo Delgado,Logistics Coordinator,Vieja Kenya,Mexico,Small Business,Hospitality,2024-01-03,98362.39
QDEVI,Pickering-Clark,Mr Christopher Davis,VP of Purchasing,West Sarah,UK,Small Business,Technology,2024-09-14,212980.69
EFIHG,"Adams, Quinn and Watson",Brian Ross,VP of Purchasing,Nelsonfurt,USA,Small Business,Transportation,2023-03-04,196338.64
TNLEW,Jørgensen-Rønning & co.,Helge Berntsen,Sales Representative,Jonbø,Norway,Wholesale,Manufacturing,2021-02-12,706817.07
CECBW,小川運輸有限会社,斎藤 康弘,Procurement Specialist,江東区,Japan,Corporate,Technology,2022-08-01,547783.65
CQCYK,"Downing, Pinder and Quinlan",Lee Nash,Marketing Manager,Cianan Ville,Ireland,Corporate,Manufacturing,2022-11-28,471002.41
NEAJX,Bush Ltd,Natasha Cummings,Operations Manager,Lake Morgan,USA,Small Business,Agriculture,2021-11-21,234040.11
DYOPL,Lopes e Filhos,Srta. Rafaela Ferreira,Logistics Coordinator,Cassiano da Prata,Brazil,Small Business,Construction,2024-09-07,111569.46
NXMFC,Alba e Hijos,Natalia Mariano Saldivar,Accounting Manager,Nueva Zimbabwe,Mexico,Small Business,Manufacturing,2021-09-07,43150.8
NTDHN,Rivera LLC,Daniel Schneider,Logistics Coordinator,Montoyaland,USA,Retail,Transportation,2021-06-10,78404.58
UPUOE,"Sem, Chakrabarti and Tara",Diya Dani,Procurement Specialist,Surat,India,Small Business,Healthcare,2018-10-08,45001.03
KJGKG,Johnson-Dunn,Rebecca Richmond,Supply Chain Manager,Pamelaside,Australia,Wholesale,Manufacturing,2019-07-21,231390.72
VKWEH,"Bryant, Peterson and Bryan",Sarah Rivera,VP of Purchasing,Moranstad,Australia,Small Business,Transportation,2023-05-14,71672.86
EABNE,Davis Ltd,Glenn Gallegos,Purchasing Manager,Amystad,Canada,Corporate,Retail,2023-04-06,729436.15
GDMII,Prince Group,Mitchell Griffith,Operations Manager,New Cherylborough,Australia,Retail,Transportation,2018-11-27,175749.03
CTDGK,Lewis-Summers,George Sherman,Procurement Specialist,Lake Maryshire,USA,Small Business,Healthcare,2018-12-04,224446.25
JAZSK,Ellis-Lawrence,Tracey Smith,Operations Manager,New Savannahshire,USA,Corporate,Food & Beverage,2021-08-14,239220.88
CRFKY,"Norman, Kent and Holt",Robert Garcia,Order Administrator,Williamfurt,Australia,Corporate,Food & Beverage,2021-02-19,757488.35
DMHJB,da Mota Gonçalves Ltda.,Rael Carvalho,VP of Purchasing,Jesus,Brazil,Corporate,Hospitality,2022-07-08,274167.55
AUPKG,Peukert,Sibylla Tintzmann,Owner,Waren,Germany,Small Business,Transportation,2023-07-10,173659.6
UGMRI,"Chen, Harris and Weber",Gregory Chambers,VP of Purchasing,New Amy,USA,Corporate,Education,2022-10-10,662346.15
UDGZU,有限会社木村通信,森 結衣,Order Administrator,夷隅郡御宿町,Japan,Wholesale,Transportation,2024-07-29,556561.9
JSGBS,Stokes-Mills,Charles Santiago,Procurement Specialist,West Karen,USA,Corporate,Transportation,2019-03-17,230287.04
JTHVX,Vega-Thomas,Richard Harris,Procurement Specialist,West Lisaville,USA,Corporate,Agriculture,2022-08-14,197274.2
GJAQJ,"Cox, Taylor and Cox",Gordon Smith,Sales Representative,Hazelton,UK,Retail,Construction,2024-12-10,214923.18
GSROK,Saha-Munshi,Agastya Krishnamurthy,Procurement Specialist,Udupi,India,Government,Agriculture,2024-07-06,392849.88
KICRB,Burke-Walker,Owen Miah-Mitchell,Sales Representative,Port Gordon,UK,Corporate,Food & Beverage,2020-03-16,241975.08
COVRN,Normand Sanchez S.A.,Pierre Mathieu,Logistics Coordinator,Fourniernec,France,Small Business,Food & Beverage,2020-02-03,94756.73
BYFMX,Anderson-Silva,Gary Mckinney,Purchasing Manager,North Eric,Canada,Small Business,Food & Beverage,2020-06-02,93426.88
XVUBQ,Mitra Group,Elijah Nadkarni,Procurement Specialist,Udaipur,India,Corporate,Hospitality,2021-11-25,842733.67
FNCGK,"Moore, Daniels and Powell",Stephen Alvarado,Marketing Manager,Michaelborough,USA,Small Business,Healthcare,2025-02-13,144656.78
OOTTO,Danielsen & Søn ApS,Sofie Schultz,VP of Purchasing,Galten,Denmark,Small Business,Technology,2023-01-05,221291.88
EKIEZ,Allen-May,Dana Williams,Operations Manager,Patrickville,USA,Retail,Education,2020-11-22,139769.93
VKQVI,"Lane, Breen and Shanny",Miss Keeva Rush,Marketing Manager,Erica Ville,Ireland,Small Business,Healthcare,2020-03-22,96890.45
TJLYA,Duarte Moraes S/A,Enzo Vargas,Owner,Pires,Brazil,Retail,Construction,2018-06-29,8994.1
XAZFI,"Soto, Lewis and Jennings",Christine Poole,Logistics Coordinator,Lucasland,USA,Wholesale,Agriculture,2023-08-07,395671.83
